[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-05-07 07:35:42] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-05-07 07:35:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340\
[2025-05-07 07:35:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/servwell/
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:98] [Transfer] Total Pages:733. Processed Pages: 600
[2025-05-07 07:36:56] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 600 of 733 files
[2025-05-07 07:36:56] [trait-can-process-pages.php:118] Total pages: 733; Pages remaining: 133
[2025-05-07 07:36:56] [class-ss-archive-creation-job.php:241] We're not done with the transfer_files_locally task yet
[2025-05-07 07:36:56] [class-ss-archive-creation-job.php:194] Current task: transfer_files_locally
[2025-05-07 07:36:56] [class-ss-archive-creation-job.php:208] Performing task: transfer_files_locally
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/web-cli.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/web-cli.min.js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:56] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/wp-audio.b8efdc046bc9df72a075.bundle.js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/js
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/announcement.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/blur.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/containers-announcement.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/contrast.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/eyedropper.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/go-pro.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/information.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/library-connect
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/library-connect
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/library-connect
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2025-05-07 07:36:57] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: C:/xampp1/htdocs/servwell/wp-content/plugins/elementor/assets/images/library-connect
